,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
254,43,2,2,4,2,1,2,3,2,190,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
255,49,1,3,7,1,1,2,3,5,24,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
256,30,2,2,3,3,3,2,3,3,107,3,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,0
257,37,10,2,6,1,1,1,2,5,54,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
258,47,2,2,6,1,1,1,5,1,86,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
259,32,2,2,1,2,1,2,9,4,111,8,999,0,3,-3.4,92.649,-30.1,0.716,5017.5,0
260,32,11,2,7,2,1,1,5,5,47,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
261,35,8,3,7,2,1,1,3,1,215,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
262,36,5,3,7,3,3,1,3,5,423,1,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
263,41,2,2,3,2,1,1,3,3,233,2,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,0
264,48,2,2,3,2,1,2,6,5,67,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
265,43,10,2,4,1,1,1,5,3,1389,7,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
266,57,10,2,7,1,1,2,3,5,50,2,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
267,28,3,2,7,1,1,1,2,1,774,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
268,30,8,1,4,1,1,2,5,4,454,18,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
269,27,9,1,4,1,1,1,3,1,64,2,999,1,2,-1.8,92.893,-46.2,1.354,5099.1,0
270,44,2,2,2,2,1,2,3,2,212,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
271,43,8,2,3,1,1,2,4,4,110,17,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
272,28,10,2,3,2,1,1,3,3,23,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,0
273,34,2,2,3,1,1,1,3,2,169,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
274,32,8,2,4,2,1,2,5,4,251,2,999,0,3,1.4,93.918,-42.7,4.966,5228.1,0
275,30,1,1,7,2,1,1,6,5,353,10,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
276,45,1,3,7,1,1,1,5,5,508,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
277,49,2,2,1,2,1,2,3,3,410,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
278,45,2,2,4,2,1,2,3,4,89,5,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
279,56,10,2,3,2,1,2,3,3,52,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
280,48,1,1,7,2,1,1,6,3,118,1,0,2,1,-1.7,94.027,-38.3,0.9,4991.6,1
281,42,11,2,4,2,1,1,9,2,154,2,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
282,51,5,2,7,2,2,2,4,1,409,2,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
283,54,2,2,3,1,1,1,4,5,258,2,999,0,3,-2.9,92.963,-40.8,1.268,5076.2,1
284,40,1,2,7,2,1,1,6,3,335,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
285,47,2,1,3,2,1,2,3,4,54,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
286,29,10,1,7,1,1,1,6,3,896,6,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
287,37,1,2,7,2,2,1,4,1,412,2,999,0,3,-2.9,92.963,-40.8,1.266,5076.2,1
288,35,10,2,3,1,1,2,3,3,24,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
289,54,10,2,6,2,1,1,9,2,149,2,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
290,45,12,2,7,2,1,1,3,4,254,1,999,1,2,-1.8,93.876,-40.0,0.692,5008.7,0
291,35,1,1,7,2,1,1,5,5,564,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
292,37,2,2,6,2,1,1,3,1,185,1,999,1,2,-1.8,92.893,-46.2,1.244,5099.1,0
293,38,5,2,3,2,1,2,3,2,1000,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,1
294,33,2,2,3,2,1,2,3,1,88,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
295,31,2,3,3,2,1,2,4,4,166,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
296,34,1,2,7,1,1,2,3,4,134,1,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
297,51,2,3,4,1,1,1,3,2,131,2,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
298,38,2,2,4,2,1,1,3,3,118,1,999,1,2,-1.8,92.893,-46.2,1.334,5099.1,0
299,25,1,1,3,1,1,1,5,4,81,3,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
300,35,10,1,6,2,1,1,6,3,75,6,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
301,55,7,2,7,2,1,1,3,1,123,2,999,0,3,-1.8,92.893,-46.2,1.264,5099.1,0
302,37,1,2,4,2,1,2,3,1,313,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
303,31,10,2,4,1,1,1,6,4,124,3,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
304,36,8,2,4,3,3,2,3,4,262,4,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
305,59,6,2,1,2,2,2,3,3,571,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
306,37,2,2,2,1,1,2,8,5,131,1,999,0,3,-3.4,92.431,-26.9,0.73,5017.5,0
307,74,6,3,4,2,2,2,10,1,88,6,999,0,3,-3.0,92.713,-33.0,0.715,5023.5,0
308,44,10,3,3,2,2,2,3,2,388,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
309,29,10,1,6,1,1,1,6,1,157,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
310,32,8,2,1,2,2,1,9,1,111,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
311,45,8,3,3,2,1,1,2,1,325,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
312,49,2,2,8,1,1,2,4,3,112,4,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
313,25,8,1,8,1,1,2,5,5,662,4,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
314,34,2,3,1,2,1,1,5,1,246,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
315,37,10,1,6,2,1,1,6,4,115,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
316,48,10,1,7,2,1,1,6,2,159,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
317,52,8,2,4,2,1,2,6,1,575,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
318,30,10,1,6,1,1,1,6,2,216,3,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
319,57,6,2,3,2,1,1,6,1,342,4,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
320,38,2,2,1,2,1,1,9,1,117,2,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
321,31,2,1,4,1,1,1,9,3,145,1,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
322,40,10,2,3,2,1,2,4,2,168,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
323,38,8,2,4,2,2,2,3,1,506,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
324,33,5,1,7,1,1,2,3,5,261,1,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
325,28,1,1,7,2,1,1,7,1,387,2,6,3,1,-1.1,94.199,-37.5,0.882,4963.6,0
326,33,10,2,6,2,1,1,6,1,417,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
327,58,6,2,1,1,1,1,5,2,81,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
328,30,7,2,6,2,1,1,3,2,98,5,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
329,42,7,2,6,1,1,1,3,5,160,1,999,1,2,-1.8,92.893,-46.2,1.25,5099.1,0
330,35,10,3,1,1,1,1,9,2,363,1,999,0,3,-1.1,94.767,-50.8,1.035,4963.6,1
331,41,4,2,4,2,1,1,5,5,440,4,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
332,31,7,1,7,1,1,1,9,5,906,1,999,1,2,-0.1,93.2,-42.0,4.021,5195.8,0
333,40,1,2,4,1,1,2,3,2,167,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
334,80,6,2,1,1,1,1,8,2,242,1,999,2,2,-3.4,92.431,-26.9,0.742,5017.5,1
335,47,2,2,4,1,1,1,2,4,439,2,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,1
336,39,4,2,2,2,1,1,5,5,76,4,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
337,30,10,2,7,1,1,1,6,5,65,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
338,33,2,2,4,2,1,2,3,3,233,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
339,50,5,2,7,1,1,2,3,5,136,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
340,33,2,2,3,2,1,1,3,5,656,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,1
341,40,10,2,6,2,2,1,5,3,323,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
342,40,6,2,1,2,1,1,5,5,1689,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,1
343,30,2,2,3,2,1,2,4,5,185,1,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
344,23,5,1,7,2,1,1,5,4,134,1,999,0,3,1.4,93.918,-42.7,4.958,5228.1,0
345,28,2,2,3,1,1,1,3,5,182,2,999,1,2,-1.8,92.893,-46.2,1.313,5099.1,0
346,41,7,2,3,2,1,1,3,4,1135,3,999,1,2,-1.8,92.893,-46.2,1.327,5099.1,1
347,26,9,1,3,1,1,2,6,3,449,1,999,0,3,-2.9,92.201,-31.4,0.879,5076.2,1
348,45,1,2,7,1,1,1,6,1,216,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
349,28,1,1,7,2,1,1,8,1,324,1,6,2,1,-1.1,94.601,-49.5,1.032,4963.6,0
350,32,10,2,7,1,1,1,6,5,198,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
351,32,5,1,7,1,1,1,6,5,157,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
352,56,3,3,7,1,2,2,4,1,311,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
353,45,1,3,3,2,1,1,9,3,575,9,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
354,29,10,3,6,2,1,2,4,3,11,19,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
355,33,10,2,7,2,1,1,3,1,182,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
356,37,2,2,1,2,1,2,4,5,94,7,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
357,51,10,2,6,1,1,1,9,3,272,1,999,0,3,-3.4,92.649,-30.1,0.719,5017.5,0
358,32,2,2,2,3,3,2,4,2,31,5,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
359,36,2,2,1,1,1,1,3,2,245,1,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
360,36,2,2,8,1,1,2,4,4,179,1,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
361,32,10,2,6,1,1,2,4,4,805,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
362,51,10,2,6,1,2,2,4,1,147,1,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
363,25,2,2,3,1,1,2,4,2,71,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
364,39,3,2,7,2,1,1,7,2,120,3,999,0,3,-1.1,94.199,-37.5,0.881,4963.6,0
365,33,2,2,3,2,1,1,3,4,263,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,0
366,32,10,1,6,2,1,1,5,4,81,2,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
367,35,2,2,3,2,1,2,3,3,180,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
368,41,10,3,6,3,3,2,8,1,73,1,999,0,3,-0.1,93.798,-40.4,5.0,5195.8,0
369,44,1,2,7,1,1,2,3,3,202,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
370,34,5,2,7,1,1,1,2,1,163,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,1
371,27,8,1,4,2,1,2,3,3,386,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
372,51,2,2,1,2,1,2,5,3,139,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
373,42,1,2,7,1,1,2,3,2,42,4,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
374,61,2,2,4,1,1,1,8,3,108,1,999,0,3,-3.4,92.431,-26.9,0.724,5017.5,0
375,48,11,2,6,2,1,1,7,1,315,2,999,0,3,-1.1,94.199,-37.5,0.879,4963.6,1
376,54,3,2,7,2,1,1,9,3,159,2,4,1,1,-0.1,93.2,-42.0,4.12,5195.8,0
377,35,1,1,4,2,2,2,3,1,19,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
378,48,2,2,3,1,1,1,6,1,348,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
379,23,10,1,6,2,1,2,5,4,194,2,999,0,3,1.4,93.918,-42.7,4.966,5228.1,0
380,33,2,2,2,1,1,2,3,3,1183,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,1
381,30,1,2,7,1,1,1,6,1,160,1,999,0,3,1.4,93.444,-36.1,4.97,5228.1,0
382,25,2,1,4,1,2,1,3,4,338,3,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
383,44,10,1,6,1,1,2,3,1,374,6,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
384,29,10,1,7,1,2,2,5,3,357,7,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
385,55,6,2,4,2,1,1,6,2,106,4,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
386,24,2,1,3,1,1,2,5,5,270,1,999,0,3,1.4,93.918,-42.7,4.959,5228.1,0
387,61,1,2,7,2,1,1,2,3,183,5,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
388,50,10,2,2,1,1,1,3,2,36,3,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
389,37,7,1,7,2,1,1,2,4,270,2,999,1,2,-1.8,93.075,-47.1,1.365,5099.1,0
390,33,4,2,6,2,1,1,6,4,110,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
391,48,11,2,7,2,1,1,1,1,195,2,999,0,3,-1.8,93.369,-34.8,0.646,5008.7,0
392,57,6,2,3,2,1,1,6,5,27,6,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
393,33,5,3,7,2,1,1,4,3,63,1,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
394,40,4,3,4,1,1,2,4,3,1449,6,999,0,3,1.4,94.465,-41.8,4.864,5228.1,1
395,30,7,1,7,1,1,1,6,2,58,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
396,34,7,2,7,1,1,1,8,3,201,1,5,3,2,-3.4,92.431,-26.9,0.74,5017.5,1
397,54,5,3,7,2,1,2,3,1,106,3,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
398,31,1,2,7,1,1,1,2,5,170,1,999,0,3,-1.8,93.075,-47.1,1.479,5099.1,0
399,31,10,1,6,2,1,1,6,2,935,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,1
400,53,11,2,3,2,1,1,3,2,67,4,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
401,43,1,1,7,2,1,1,2,1,670,4,11,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
402,36,2,2,3,2,1,1,3,2,620,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
403,47,1,3,7,2,1,1,6,4,507,4,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
404,30,10,2,7,2,2,1,5,1,204,4,999,0,3,-1.7,94.215,-40.3,0.87,4991.6,1
405,31,7,2,7,2,2,1,9,1,60,1,999,1,2,-0.1,93.2,-42.0,4.191,5195.8,0
406,37,8,1,3,1,1,1,3,2,348,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
407,27,2,1,2,1,1,1,5,2,1508,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,1
408,46,1,2,4,1,1,2,4,5,354,2,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
409,41,10,2,3,2,1,1,3,3,66,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,0
410,44,2,2,3,1,1,2,4,5,109,4,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
411,33,1,2,7,2,1,1,3,4,171,2,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,0
412,58,2,3,1,1,1,1,6,5,186,1,999,0,3,-2.9,92.201,-31.4,0.869,5076.2,1
413,34,7,2,7,2,1,1,9,3,213,5,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
414,60,1,1,4,1,2,2,3,2,474,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
415,29,2,2,1,1,2,1,9,3,441,1,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
416,26,1,1,4,1,1,2,4,4,463,1,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
417,31,8,1,4,2,1,2,3,3,17,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
418,36,8,2,7,2,1,1,9,3,86,3,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
419,59,2,2,1,1,1,1,5,5,202,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
420,61,6,2,7,2,1,1,2,2,216,1,999,0,3,-1.8,93.075,-47.1,1.423,5099.1,1
421,30,10,2,4,1,1,1,6,2,142,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
422,40,6,2,6,1,1,2,3,2,140,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
423,48,10,2,4,1,1,2,3,5,700,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
424,47,8,1,4,1,1,1,5,2,293,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
425,32,10,2,7,2,1,1,6,4,402,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
426,31,1,2,6,2,1,1,6,5,126,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
427,33,2,2,3,2,1,1,3,2,112,4,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
428,30,8,1,4,1,1,1,3,2,263,2,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
429,49,5,2,7,2,1,1,2,4,44,1,999,0,3,-1.8,93.075,-47.1,1.41,5099.1,0
430,53,7,2,7,2,1,1,9,5,61,4,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
431,33,1,2,4,2,1,1,3,5,176,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,0
432,46,8,2,4,2,1,1,3,5,6,1,999,1,2,-1.8,92.893,-46.2,1.25,5099.1,0
433,45,1,2,4,2,1,2,3,4,695,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,1
434,31,10,1,6,2,1,2,3,1,188,7,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
435,28,2,1,3,1,1,1,3,3,77,3,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,0
436,29,1,1,7,2,2,1,9,4,736,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,1
437,26,2,1,3,2,1,1,5,2,56,3,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
438,20,9,1,8,2,1,1,2,3,184,4,999,0,3,-1.8,93.075,-47.1,1.498,5099.1,1
439,42,8,2,4,2,2,1,3,3,77,2,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,0
440,31,2,2,3,2,1,1,9,4,415,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
441,56,3,2,7,1,2,1,5,2,41,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
442,43,4,3,6,1,2,1,6,4,306,5,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
443,44,5,2,4,1,2,1,5,1,292,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
444,30,1,2,4,2,1,1,5,5,362,2,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
445,31,1,1,7,1,1,1,7,5,123,3,999,0,3,-3.4,92.379,-29.8,0.803,5017.5,0
446,53,3,3,7,2,1,1,9,1,107,1,999,1,2,-0.1,93.2,-42.0,4.191,5195.8,0
447,50,6,2,1,2,1,2,3,4,855,4,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
448,37,11,2,7,3,3,1,3,5,34,1,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
449,43,2,2,8,1,1,2,3,5,512,6,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
450,45,1,2,3,1,1,2,4,5,973,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,1
451,29,1,3,7,2,1,1,4,3,238,3,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,1
452,53,8,2,4,1,1,2,3,3,429,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
453,34,10,2,7,1,1,1,2,4,82,6,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,0
454,72,6,2,4,1,1,1,9,1,257,1,999,0,3,-3.4,92.649,-30.1,0.714,5017.5,1
455,25,1,1,7,2,1,1,2,4,229,2,999,0,3,-1.8,93.075,-47.1,1.406,5099.1,1
456,46,1,2,4,1,1,2,4,5,47,4,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
457,39,1,1,4,1,1,1,5,4,9,6,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
458,57,5,2,7,2,2,1,9,5,283,1,999,1,2,-0.1,93.2,-42.0,4.021,5195.8,0
459,24,1,1,6,2,2,2,4,1,233,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
460,40,2,2,2,2,1,2,4,2,5,1,999,0,3,-1.7,94.055,-39.8,0.702,4991.6,0
461,45,8,2,4,2,1,2,3,3,349,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
462,33,3,2,7,2,1,2,3,1,130,3,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
463,34,2,2,3,1,1,2,4,1,157,29,999,0,3,1.4,94.465,-41.8,4.96,5228.1,0
464,24,1,1,4,1,1,1,5,1,452,1,14,1,1,-1.7,94.215,-40.3,0.827,4991.6,1
465,55,3,3,3,1,1,1,10,5,415,7,999,0,3,-3.0,92.713,-33.0,0.71,5023.5,1
466,54,2,2,2,2,1,2,5,2,34,1,999,0,3,1.4,93.918,-42.7,4.955,5228.1,0
467,32,10,1,7,1,1,1,6,5,182,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
468,27,9,1,4,1,1,1,1,5,219,1,999,0,3,-1.8,93.369,-34.8,0.653,5008.7,1
469,45,5,2,7,2,2,1,3,4,265,3,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,0
470,47,8,3,3,1,1,1,5,1,678,1,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
471,29,8,2,4,1,1,2,3,2,189,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
472,42,1,1,7,2,2,1,5,5,115,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
473,28,9,1,4,1,1,1,2,4,319,3,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,0
474,27,7,1,7,1,1,1,3,4,367,2,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
475,45,1,3,7,2,1,1,3,1,197,2,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
476,45,3,2,1,2,1,1,9,2,167,5,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
477,33,5,1,7,1,1,2,3,2,125,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
478,36,10,2,6,1,1,1,5,2,71,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
479,34,10,1,4,2,1,2,5,5,106,2,999,0,3,1.4,93.918,-42.7,4.959,5228.1,0
480,30,10,1,7,1,1,1,6,5,360,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
481,33,2,2,1,2,1,1,5,3,273,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
482,56,2,2,1,1,1,2,4,3,36,4,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
483,58,2,2,1,1,1,2,4,5,326,1,999,0,3,1.4,94.465,-41.8,4.947,5228.1,0
484,52,1,2,4,1,1,1,9,5,157,2,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
485,52,4,2,1,1,1,1,5,5,479,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
486,36,1,3,7,2,2,1,5,3,103,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
487,36,1,1,7,2,2,1,9,3,118,1,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
488,53,2,2,1,2,1,1,6,1,144,1,999,0,3,1.4,93.444,-36.1,4.97,5228.1,0
489,52,4,2,1,2,1,1,6,1,197,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
490,47,10,2,6,2,1,2,3,4,69,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
491,37,7,3,7,2,1,2,3,1,596,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
492,25,2,1,3,2,1,2,3,4,113,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
493,32,2,2,2,1,1,1,5,2,59,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
494,34,1,1,7,1,1,1,3,5,101,4,999,1,2,-1.8,92.893,-46.2,1.25,5099.1,0
495,39,1,2,4,2,1,2,4,4,337,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
496,52,10,2,6,2,2,2,9,2,285,2,999,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
497,48,1,1,7,2,1,2,4,4,1082,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
498,48,3,2,3,2,1,1,5,3,44,7,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
499,50,2,1,3,1,1,2,3,5,165,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
500,55,5,1,1,2,1,2,4,3,89,4,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
501,38,2,2,3,2,1,1,9,2,154,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
502,46,1,2,4,2,1,1,6,4,91,11,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
503,31,8,1,4,2,1,1,3,1,206,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
504,27,10,2,6,1,1,1,5,4,102,9,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
505,50,2,2,1,1,1,1,3,2,166,2,999,1,2,-1.8,92.893,-46.2,1.344,5099.1,0
506,52,8,3,8,2,2,2,3,5,306,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
507,44,1,2,7,2,2,2,3,1,398,7,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
508,35,10,1,6,2,1,1,5,2,577,6,6,1,1,-1.7,94.215,-40.3,0.835,4991.6,1
